UserNick,comment_time,content,auctionSku
偶***0,2021/5/14 17:24,物流速度真的是没话说，就是一个字：快。商品从外包装来看非常高档，真是一分钱一分货，贵有贵的道理物超所值，非常满意，店家细致周到的服务让人很感动，祝生意兴隆，还会再来物流和产品都不错，性价比高，赞赞赞👏👏👏宝贝收到了，质量很不错，包装精致，材质优秀，比想象中好，送礼自用非常合适，下次继续购买,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
莫***7,2021/5/18 20:09,胀包问题：汤底包破了一袋 不太美好 其他的都挺好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
峰***6,2021/5/19 19:29,好吃好吃！有活动再买。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
d***6,2021/5/17 20:29,非常好吃  会回购的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/12 17:22,李子柒出品貨真價實，色、香、味具佳非常正宗,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***巴,2021/5/9 20:41,买给老妈吃的，老妈很喜欢，可口，相当迷人,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
牛***杯,2021/5/13 22:56,螺蛳粉，我只认李子柒家的！回购n次，味道绝对的正宗，大爱,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
潇***3,2021/5/10 15:46,非常好吃，包装精美，用料十足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
天***道,2021/5/20 20:51,挺好吃的，家里人都爱吃李子柒家螺蛳粉，料足，有推给邻家一起分享，他们也爱吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
a***9,2021/5/18 13:03,寶貝收到了 吃過才來評價 客服非常好 包裝完好 內還附有問候卡片 很貼心 不過味道沒有期盼中那麼好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
钟***8,2021/5/20 19:37,口感味道：买子柒家的螺蛳粉真的很多次了，可是最近几次是越来越咸了，咸的发苦&hellip;&hellip;,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
壹***宁,2021/5/10 1:44,包装品质：料很多，包装爱了爱了 口感味道：好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
潘***静,2021/5/20 17:59,量很足，一个人吃吃不完 料也多,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
9***w,2021/5/15 16:24,简直不要太赞👍，吃过好多牌子的螺狮粉，唯独最爱李子柒，真心推荐，已经买过太多次了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
闪***3,2021/5/19 8:26,还不错啊，汤也很鲜美，最主要的是我没觉得酸笋很臭哦，整体很好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
鲤***5,2021/5/9 10:41,挺好吃的。适合大众口味，不是特别臭，也不特别辣。粉也很好。非常不错！好吃的！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
宁***u,2021/5/17 15:15,配料我很喜欢李子柒的腐竹和花生米，辣椒油还行，我吃不得辣，每次我都是放半包。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
c***n,2021/5/16 22:45,孩子喜欢吃李子柒的螺蛳粉，味道不冲，可以接受，有直播就会囤点,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
m***2,2021/5/17 23:55,加了很多海鲜，很棒棒哦,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
立***9,2021/5/4 0:28,整体评价：非常喜欢李子柒家的螺蛳粉，包装精美，操作简单。 口感味道：个人觉得不是特别辣，但是很好吃，酸豆角超级好吃！！！加入各种配菜绝了！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
透***9,2021/5/16 16:12,好吃，腐竹和花生特别多，在胡可直播间买了9包，平均下来7块多一包，很划算,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
仙***叶,2021/5/18 22:48,螺蛳粉味道正宗，配菜也足就是粉丝个人感觉有点少，如果再多点就完美了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
y***0,2021/5/20 20:29,整体评价：很好吃 口感味道：和店里的味道差不多,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
木***3,2021/5/17 16:38,还是一样的味道，回购了。这次不放那么多辣椒油。哈哈哈我自己顶不住,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***s,2021/5/14 22:35,在这里选购安全方便快捷💜，快递小哥态度非常好，这个价格非常给力💪，十分推荐，会继续回购简直太好用了，只能用完美来形容！强烈推荐！一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，好评！物流速度真的是没话说，就是一个字：快。商品从外包装来看非常高档，真是一分钱一分货，贵有贵的道理,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***2,2021/5/15 14:52,还是很不错的呢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
王***7,2021/5/19 22:51,超级上头，超级好吃！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
甜***9,2021/4/18 20:04,收到很满意!♲ 口感很好♲ 汤好喝♲ 酸辣味酸臭味贼喜欢♲ 强烈推荐给里面配菜也非常丰富♲ 很耐煮不易断♲ 辣油很香♲ 值得购买♲ 里面配菜也很多♲ QQ弹弹有劲♲ 配菜也非常丰富♲ ♲ 笋脆嫩不老♲ ♵ 比实体店优惠太多了♵ 吃着很过瘾♲ 味道就特别有食欲♲ 非常接近在柳州吃的味道了♵ ♵ ♵,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
不***说,2021/5/11 11:21,我感觉特好吃，符合我的口味，给我朋友也买了一箱,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***2,2021/5/10 20:41,整体评价：味道没话说，最爱&hellip;&hellip;推荐了好多朋友 口感味道：米粉不劲道了～味道还是一如既往的好吃。不是特别浓郁的味道，还特别好吃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
毛***0,2021/5/11 20:05,第二次购买了，味道很好，小料搭配的也特别好！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/16 0:41,太好吃了！推荐推荐。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
瑞***5,2021/5/7 22:25,一个人一包，我感觉吃的都有点撑呢，量很足的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
少***1,2021/5/17 11:48,不得不说海底捞的服务真心好👍 刚吃完&nbsp;服务员就走过来对我说辛苦了😅 后来没有钱结账&nbsp;还是服务员帮忙报的警[微笑],口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/14 21:19,我和女兒都喜歡吃這家的料多味道勁正👍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
简***购,2021/5/20 21:42,口味很臭，味道很鲜，分量也足，包装好配件丰富价格感人,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/5/20 14:25,好好吃，救命，爱了爱了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
拂***a,2021/4/3 13:45,此用户没有填写评论!,口味:日常款柳州螺蛳粉* 3袋
冷***星,2021/4/12 23:13,此用户没有填写评论!,口味:【鲜辣酸爽烫 】螺蛳粉335g*3袋
花***笑,2021/5/20 15:58,真是太好吃了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
张***5,2021/5/14 23:18,大家都推荐，味道鲜，量丰富，适合我这种不太能吃辣的人吃，下次再囤点儿,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
紫***1,2021/5/17 15:45,整体评价：感觉和普通的螺蛳粉没什么区别，味道还可以吧,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
8***虹,2021/5/20 22:01,首先不说好不好吃，就是这个味道真的要好久才能散去，煮了一包螺蛳粉整个楼道都是那个味儿,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
向***芳,2021/5/15 23:48,螺蛳粉酸爽可口，就是这个味！肚子饿的时候来一包，满足！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***n,2021/5/10 19:16,李子柒的螺蛳粉很好吃，味道刚刚好。很正宗！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
左***e,2021/5/19 14:53,第一次吃她家的螺蛳粉，薇娅直播间买的还是很划算的，吃了后再来追评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
吴***蚁,2021/5/20 16:40,超级喜欢！质量非常好与卖家描述的完全致，真的很喜欢完全超出期望值发货速度非常快包装非常仔细、严实物流公司服务态度很好。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
e***y,2021/5/20 16:41,太香了，好吃好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/20 16:43,多次回购了，螺蛳粉只买这个牌子的，口感不错味道也好。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
文***e,2021/5/19 16:54,买了好几十包了 也没看送我一个蛋黄酥 评论里都一盒一盒的送,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
猪***4,2021/5/18 13:55,收货后立马煮了一包解馋，口感不错，比在店里买便宜，好评！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***珞,2021/5/20 20:18,很好吃，家中常备！不知道吃什么就煮一碗，搭配蔬菜和肉就刚刚好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/17 21:52,好好味，好喜歡吃，快递非常快,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
流***s,2021/5/20 18:44,腐竹里有黑色异物，忘记拍下来了，不会在买了，,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
清***韵,2021/5/16 13:38,太香，太好吃了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/9 15:33,第二次购买，非常不错，全家都很爱吃，还会继续购买的。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
水***鑫,2021/5/20 21:29,薇娅直播间买的，非常优惠，李子柒家螺狮粉非常好吃，也不臭，料很足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/20 11:16,好吃！很鲜~味道比较淡~爱了爱了~很符合我这种不太能吃辣的人！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
花***奴,2021/5/10 10:56,料足味美，汤正！！！下次还买,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***9,2021/5/14 21:02,物美价廉又美味 味道正宗 不是很辣但很香,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***7,2021/5/14 6:03,喜欢的口味，而且活动抢到的特别实惠，，希望柒家人多做些优惠活动，让农村的孩子也可以吃到这么好的螺丝粉,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
等***1,2021/5/10 1:03,非常不错。螺蛳粉非常的不错，口感非常的棒包装，也特别作为客服的服务态度也是特别得好。￼,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
喜***果,2021/5/18 12:42,螺丝粉收到了，好大的三包哦，还没有吃，是朋友推荐来买的，好吃就继续在这里买，给五分好评！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/19 17:46,这个从超市买过吃过以后就悄无声息的爱上了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***我,2021/5/6 14:42,螺蛳粉收到了，包装很好，物流很快，好大一包，日期是最近的，很新鲜，虽然可以点外卖，但还是买了李子柒的螺蛳粉来试一试，暂时还没有吃，最近都没什么时间煮，看着评论都很不错，价格也还好，能接受，总体来说，是一次不错的购物体验。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
双***儿,2021/5/20 23:40,多次回购的，我喜欢李子柒家的螺蛳粉，可能是她太火了容易招黑，但是东西还是很好的！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
木***莺,2021/5/20 18:12,口感味道：口感超好，东西丰富 很喜欢，超市买了一次很喜欢，就到网上买了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
y***8,2021/5/6 19:40,整体评价：好吃实惠 胀包问题：没有哦 包装品质：好看   感觉高大上一些  每个小包装都好看   感觉到了用心 口感味道：好吃的          就是第一次煮没把握好水   倒水有点多   味道有点淡   不错还是好吃就对了 新鲜度：好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
琉***5,2021/5/20 9:21,好吃，已经全部吃完了，成功长了四斤肉，裂开了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
球***西,2021/5/20 23:43,料多，口味重，好吃，就是酸笋没有viya直播间的另一款香，但也是我心目中TOP3,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/4/24 23:31,#柒家美照达人# 有看吃播博主在吃李子柒的螺蛳粉 果断买来尝下 还是不错滴,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/9 14:44,很好吃，和超市买的味道一样，很大一碗,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/4 19:58,"yd放点配菜烫下就👚可以开吃了,嫂子很爱吃🚟,粉晶莹剔透比好欢螺🚱熟的快。适合南方人。🚛打算再买几包,粉丝也😙略微细一点。香辣味美🚦,有点甜。好大一包的💺螺蛳粉分量足,比较特🔲色的是腐竹超级大一大♋包,不影响鲜味,",口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
b***e,2021/5/4 18:55,头一次吃螺蛳粉吃的这么干净，宁可撑够呛😃刚吃完就来评价了，这家没有好评返现，但的确好吃！不像别的牌子有的光追求&ldquo;臭&ldquo;了，没有了鲜和香，更有甚者花生都是霉味儿，全扔。这家牌子螺丝粉我除了辣油加的不多，其他全放进去了，吃的一点不剩，还会买并推荐给朋友,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
买***8,2021/5/20 23:17,包装品质：包装很好看，颜值超高 口感味道：味道很正宗,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
言***歌,2021/5/17 19:22,包装品质：很好 口感味道：一般,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
丘***7,2021/5/17 20:06,胀包问题：无 整体评价：偏甜,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
庞***0,2021/5/13 11:39,第一次吃螺蛳粉！昨天晚上吃了，那酸爽&hellip;太香了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
沉***8,2021/5/8 12:46,第一次煮，爱上了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
绕***柔,2021/5/12 8:04,够辣够味，做梦都想吃的美食，第二次购买了，没的说,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
9***某,2021/5/17 18:26,好吃，多爱回购，香而不辣，不太能吃辣的不二选择，微辣的感觉，,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
牵***8,2021/5/20 18:06,李子柒家的好多东西都买过，螺蛳粉真的很和我的胃口，好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/20 12:46,话不多，请看图 品控？,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***2,2021/5/6 18:59,一直都在吃李子柒的螺蛳粉，味道一绝，喜欢，已经不是第一次了，大爱李子柒螺蛳粉 整体评价：味道一级棒 包装品质：高大上 口感味道：臭味十足吃着贼香 新鲜度：超级新鲜,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
独***2,2021/5/10 19:09,开始收到有点小插曲，客服耐心热情的帮我解决了问题！大牌就是不一样！👍🏻无论包装，品质，口感都是超赞👍🏻！吃了就停不下来！特别感谢烟雨，锅盖鸭，牵牛花，七夕热情服务🌹🌹🌹🌹,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
陌***9,2021/5/19 15:36,日期是最新的，味道非常棒，螺蛳粉就爱吃李子柒家的，多次回购。棒棒哒👍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***6,2021/5/7 18:02,"辣椒油是纯油,勺子♿很好用,非常棒。因为全📟家都喜欢吃呀,嫂子很📶爱吃,不太辣。臭臭的😇应该很好吃,爱上了吃😂法。煮好后味道闻着就💵很爽,很不错很正宗强🌹烈推荐爱了爱了,快递👱很快两天就到了真不错🐾!!好好吃微辣!!",口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
嗨***3,2021/5/20 7:29,做活动买很划算，李子柒家的料包很足，要是能免煮就更好了🤓,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
q***a,2021/5/9 12:31,包装品质：包装严实，里面还有贴心的贺卡 口感味道：好吃，吃过李子柒，再点外卖螺狮粉就感觉超难吃   我觉得如果能把味道减少点就好了，煮螺蛳粉  家里觉得太难闻了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
x***1,2021/5/20 20:33,无限回购啊，这次直接下两单，别问我为啥，全职妈妈在家带娃这是幸福速食,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
x***1,2021/5/20 20:32,无限回购啊，这次直接下两单，别问我为啥，全职妈妈在家带娃这是幸福速食,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
西***c,2021/5/13 22:37,我觉得这个太大了哈哈哈 味道老样子哟 发货速度快点哈哈,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
爱***9,2021/5/20 12:42,很喜欢吃螺蛳粉，味道很不错，直播间买的很划算。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
薄***6,2021/5/17 17:12,好吃，多次购买了，好评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
y***7,2021/5/15 7:39,一直买她家螺狮粉，味道正宗，食材新鲜、干净，腐竹超多。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
宝***0,2021/5/19 0:48,本人最喜欢李子柒，最好吃，其他没有这个量多，每天中午都会吃螺蛳粉，太赞了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***e,2021/5/20 21:17,沒大家說得那麼好吃，味精重，吃完很口渴，喂了很多水！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
c***2,2021/5/19 19:26,味道不错，量足，就是粉丝太硬了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***g,2021/5/20 15:31,这物流&hellip;&hellip;不敢恭维哦,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/14 13:06,味道有点淡，适合口味清淡的宝宝，腐竹的量真好多👍🏻,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
施***1,2021/5/15 20:55,李子柒的螺蛳粉还说啥了，趁着活动赶紧入了些，味道真的好，汤也是这么好喝。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
赖***4,2021/5/14 18:33,螺蛳粉味道还算不错吧，挺浓的，配料也多,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***8,2021/5/16 9:39,买的螺蛳粉收到货了，螺蛳粉包装很好，日期新鲜，味道很好，非常好吃，很满意。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
草***l,2021/5/20 14:05,价格便宜，薇娅直播间买的，下次有活动还囤一点，不过，这次已经够多量了，还要过一段时间,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
举***手,2021/5/14 23:23,味道不错，喜欢吃，发货速度也很快，下次买能优惠！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
捉***子,2021/5/18 12:03,挺好的～,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
许***5,2021/5/19 19:29,很好吃多次回购，每次都是直播买，划算一包才8块，夸夸！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/20 19:01,渣渣快递，摔成这样,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
n***l,2021/5/20 22:15,螺蛳粉吃了几家，该是最喜欢李子柒的味道，没有那么浓，又满足吃螺蛳粉的欲望,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
7***t,2021/5/9 10:41,第二次买了，第一次吃螺蛳粉就是李子柒家的，第一次吃就觉得特别好吃😋，支持,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
鶠***9,2021/5/20 20:12,整体评价：快递速度快，包装精致。非常好吃， 胀包问题：无 包装品质：优秀 口感味道：耐斯,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
泡***6,2021/5/15 13:54,啊啊啊，好好吃！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
临***3,2021/5/20 0:55,新宠,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
g***y,2021/4/22 11:13,超多配料，李子柒家的味道是特别鲜，一如既往的优秀！nice～,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
谭***3,2021/5/19 18:32,跟适合我们朋友的口味，每次一煮全都围过来吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
花***y,2021/5/15 9:26,配菜很丰富，份量很足，味道很好，就是味道有点大,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
炮***滴,2021/5/11 22:15,整体评价：口味儿独特，嗦粉迷的最爱 口感味道：还是喜欢的这个味道，愿一如既往的好下去。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
z***6,2021/5/20 18:59,一般，看直播买的并没有便宜。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
棒***郁,2021/5/19 10:54,我真无语了。 包装这么垃圾吗？？？盒子都烂了，跟***从垃圾堆里拿出来的盒子一样，反胃了看着。  螺蛳粉有影响吗 我**有点害怕？？？？买了这么多次，怎么这次包装这样？？？？？,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***8,2021/5/8 12:39,酸辣爽口🌻有滋有味😛汤头醇厚鲜香😋米粉爽滑细腻劲道👷😍😍哧溜哧😘溜😘下肚口口都好吃😍😍😍正宗风味吃过一口就沦陷😜😜,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/5/16 10:45,买的螺蛳粉收到货了，螺丝粉包装很好，日期新鲜，味道很好，非常满意 ！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
陈***h,2021/5/20 8:33,一点都不得劲 口味偏淡 比不起别人家的 不会回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/19 18:03,之前在薇娅直播间买过一次，后来买了很多牌子，还是觉得李子柒家的最好吃，以后就不瞎买了，只买你们家的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/16 15:26,胀包问题：包装完好 口感味道：很好吃，爱了爱了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
媚***9,2021/5/18 17:57,味道不错，下次有优惠活动还会再买！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
z***4,2021/5/20 11:24,回购完发现他们又搞活动降价了，下次换个牌子吃吧,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/17 23:28,讨厌圆通这样的暴力行为，找到客服反映情况，马上就给我解决问题，谢谢客服人员，🤝希望下次不要再遇到这种破快递。目测产品包装非常的棒，期待是我的菜，吃后再来追评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/20 12:04,口感味道：就这比较好吃的就是不够辣,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
冰***妍,2021/5/18 19:39,买了好多次了，喜欢就是味道其他人接受不了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
h***4,2021/5/11 9:43,很好吃的螺蛳粉，室友推荐给我的，尝一口就爱了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***8,2021/5/19 17:43,第二次入手～家里人很喜欢吃～直播间优惠给力,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/19 11:54,好吃，因为之前在超市买过，料很多，辣度的话可以适应,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***语,2021/5/18 16:48,好吃，以前买的别家从没吃完过，这个味道真的不错，而且配料足，满意！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/17 14:40,买的螺丝粉收到货了，到货很快，螺丝粉包装很好，日期新鲜，味道很好吃，很满意。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
樱***w,2021/5/15 13:42,赞赞赞,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/5 15:41,喜欢喜欢。好吃😋,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***8,2021/5/11 22:17,第一次煮粉，分量很足，配料很多，好吃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
e***s,2021/5/17 3:34,好吃的，就是粉要自己根据自己口味煮久一点好吃，份量很足！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
e***萧,2021/5/17 18:07,早就听朋友推荐李子柒螺蛳粉好吃，终于有机会买来尝尝了，很期待,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/19 21:18,非常好吃的螺蛳粉，有一个包装坏了，客服立马给我补发了一罐藕粉，藕粉也好喝，哈哈。服务态度满分！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/19 9:01,李子柒螺蛳粉很好吃，味道唔错，已经第N次入货了，推荐👍👍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
y***t,2021/5/17 17:22,N次买了～,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***s,2021/5/17 19:36,量很足，一个人吃不完。至于味道自己没有尝试，家人吃的热火朝天。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
李***7,2021/5/17 23:53,最喜欢李子柒和三只松鼠，都很好吃，经常购买，深夜必备啦！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
皓***眉,2021/5/3 20:57,宝贝儿已经收到啦啦啦啦～已经不止一次在李子柒家买螺蛳粉了，自从喜欢上吃螺蛳粉了以后就只买李子柒的螺蛳粉，非常符合我的口味，而且量也正好料也很多～我特别喜欢～这次还入手了新出的酸辣粉，真的是绝绝子，爱了爱了～,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
…***…,2021/5/19 15:17,美极了！就是白醋不够酸，建议加点老陈醋！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
我***臭,2021/5/19 21:46,吃了一些品牌的螺狮粉，这个没有其他品牌味道那么臭，更喜欢，很好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/3 12:03,整体评价：好 就是粉有点少了 胀包问题：无 包装品质：很好 口感味道：粉很有嚼劲，笋也好吃  臭辣臭辣的 我弟很喜欢吃 新鲜度：不错,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
楠***9,2021/5/16 10:57,一直都喜欢子柒姐姐的视频，他家的螺蛳粉也很正宗，会继续回购的。🍊,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
青***p,2021/5/15 22:10,回购多次了，笋比较臭所以每次都没有放，其他的都加，味道很棒，,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/20 22:33,味道不错，就是那个粉条开第一包的时候，有一根头有点黑不知道是什么,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
女***墨,2021/5/20 16:47,薇娅直播间买的，味道不错实惠,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
他***5,2021/5/18 16:36,发货速度也蛮快的 是好吃的啊 但没有那么臭 但还是蛮好吃的 不是特别喜欢很臭的螺蛳粉 习惯好评啊,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
成***族,2021/5/18 9:54,份量足，味道不错，辣椒油放多了。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
